369	1	11
370	6	23
370	4	9
371	8	7
371	3	9
372	1	19
372	5	15
373	1	7
373	7	3
374	5	14
374	1	3
375	2	12
375	4	20
376	7	21
376	5	8
376	5	5
377	0	12
377	1	21
377	9	26
378	3	11
378	1	22
378	1	12
379	3	2
379	4	4
379	6	12
380	1	12
380	4	3
380	6	10
381	7	11
381	9	25
381	1	29
382	9	28
382	4	19
382	3	28
383	2	16
383	2	25
383	0	1
384	5	28
384	4	27
384	7	17
385	0	2
385	2	18
385	6	16
386	8	24
386	9	4
386	4	10
387	1	3
387	9	10
387	8	16
388	3	5
388	5	12
388	3	12
389	9	10
389	9	9
389	5	20
390	5	22
390	3	4
390	6	3
391	0	27
391	1	5
391	6	17
392	2	12
392	8	22
392	9	29
393	1	15
393	8	25
393	6	8
394	4	17
394	7	28
394	9	19
395	6	9
395	7	26
395	1	7
396	2	26
396	5	6
396	0	25
397	4	8
397	0	5
397	2	28
398	0	24
398	3	6
398	9	25
399	6	28
399	6	6
399	3	25
400	0	10
400	9	14
400	0	12
401	6	23
401	8	14
401	0	1
402	6	5
402	5	27
402	6	2
403	2	9
403	1	16
403	5	18
404	8	29
404	3	29
404	8	1
405	1	4
405	0	22
405	5	20
406	1	2
406	3	10
406	2	9
407	7	7
407	8	0
407	4	13
408	7	13
408	0	25
408	6	27
409	9	9
409	9	5
409	3	27
410	6	17
410	0	8
410	1	21
411	4	16
411	5	0
411	3	8
412	6	19
412	1	6
412	4	27
413	9	1
413	3	26
413	9	11
414	6	27
414	1	20
414	2	14
415	3	5
415	3	17
415	5	23
416	1	7
416	4	0
416	8	12
417	1	20
417	3	26
417	9	1
418	1	18
418	2	19
418	8	4
419	5	13
419	4	2
419	2	9
420	4	24
420	5	20
420	3	17
421	7	21
421	4	4
421	4	13
422	3	21
422	3	5
422	2	14
423	1	28
423	8	2
423	5	24
424	7	29
424	4	16
424	5	10
425	4	0
425	7	3
425	0	26
426	6	13
426	5	2
426	1	6
427	3	5
427	4	19
427	6	4
428	3	18
428	0	27
428	3	10
429	7	17
429	6	0
429	1	18
430	8	9
430	3	10
430	0	9
431	8	0
431	9	11
431	3	27
432	1	19
432	0	19
432	2	24
433	0	24
433	2	9
433	0	4
434	5	20
434	7	17
434	1	9
435	7	23
435	1	4
435	3	20
436	9	14
436	4	16
436	1	1
437	1	9
437	3	13
437	3	19
438	4	15
438	9	9
438	1	22
439	8	11
439	6	14
439	0	19
440	1	18
440	9	4
440	7	10
441	7	17
441	9	3
441	8	21
442	0	5
442	0	5
442	3	22
443	8	18
443	9	23
443	4	29
444	8	20
444	8	18
444	6	21
445	1	10
445	0	5
445	2	2
446	5	14
446	8	11
446	3	0
447	6	10
447	6	26
447	1	19
448	3	2
448	4	26
448	6	9
449	4	25
449	6	11
449	0	29
450	1	28
450	9	5
450	0	6
451	5	24
451	9	2
451	1	3
452	2	6
452	4	16
452	3	29
453	3	14
453	4	28
453	4	7
454	8	28
454	8	27
454	3	9
455	2	4
455	0	13
455	6	8
456	4	18
456	9	4
456	6	7
457	3	9
457	0	1
457	9	29
458	2	11
458	2	21
458	8	18
459	9	24
459	2	20
459	9	20
460	1	14
460	5	7
460	7	23
461	5	12
461	2	15
461	3	15
462	9	6
462	0	26
462	0	15
463	4	7
463	5	27
463	5	7
464	2	20
464	9	14
464	7	7
465	3	15
465	8	9
465	3	15
466	2	18
466	2	26
466	3	26
467	3	29
467	2	18
467	2	12
468	5	20
468	5	17
468	3	3
469	0	3
469	6	4
469	0	13
470	1	17
470	2	4
470	7	4
471	4	12
471	5	12
471	3	22
472	6	9
472	1	11
472	7	1
473	9	11
473	7	20
473	2	16
474	4	24
474	2	23
474	5	16
475	9	27
475	4	25
475	5	11
476	5	3
476	9	10
476	5	3
477	9	12
477	9	0
477	0	2
478	0	0
478	2	15
478	7	6
479	3	5
479	5	14
479	2	8
480	8	23
480	3	25
480	1	21
481	0	22
481	1	10
481	8	7
481	9	2
482	9	15
482	9	11
482	4822		45
	10
483	8	14
483	9	17
483	4	8
483	7	16
484	5	18
484	0	5
484	8	2
485	7	26
485	9	2
485	2	13
486	6	28
486	4	0
486	3	26
487	5	14
487	8	23
487	3	20
488	0	14
488	8	20
488	2	11
489	9	25
489	4	8
489	3	10
490	3	27
490	8	13
490	2	20
491	2	20
491	7	22
491	5	18
492	2	3
492	9	16
492	8	15
493	2	5
493	8	9
493	3	29
494	6	11
494	4	10
494	8	1
495	6	18
495	2	29
495	1	20
496	4	29
496	7	22
496	7	4
497	9	27
497	4	16
497	2	3
498	8	8
498	4	18
498	1	23
499	5	9
499	4	10
499	0	15
500	6	20
500	4	23
500	9	27
501	7	20
501	5	25
501	7	24
502	7	7
502	5	18
502	1	21
503	6	18
503	5	15
503	1	10
504	5	14
504	0	24
504	6	4
505	9	8
505	0	21
505	2	20
506	3	3
506	7	11
506	1	26
507	8	13
507	3	22
507	3	1
508	3	3
508	0	17
508	1	14
509	5	29
509	5	7
509	0	0
510	7	25
511	2	21
512	4	12
513	2	26
514	5	27
515	2	22
516	2	11
517	2	14
518	5	18
519	4	23
520	3	20
521	3	18
711	5	19
712	8	6
