567	4	24
568	2	3
569	0	5
570	1	24
571	4	8
572	9	8
573	3	1
574	9	9
575	0	11
576	6	18
577	3	27
578	3	7
579	0	10
580	9	28
581	0	28
582	2	22
583	5	29
584	4	28
585	7	27
586	0	6
587	3	8
588	2	21
589	6	5
590	3	2
591	4	17
592	7	8
593	1	26
594	1	10
595	3	22
596	7	12
597	4	15
598	7	13
599	3	21
600	1	20
601	5	1
602	7	12
603	8	12
604	0	27
605	8	16
606	8	9
607	3	6
608	4	23
609	2	10
610	0	15
611	2	28
612	4	22
613	7	7
614	4	15
615	8	4
616	1	5
617	5	1
618	3	15
619	4	4
620	3	6
621	6	15
622	1	15
623	6	14
624	4	27
625	6	10
626	4	23
627	4	18
628	6	25
629	4	25
630	9	11
631	7	17
632	3	2
633	8	6
634	9	1
635	6	15
636	6	22
637	6	0
638	7	26
639	6	8
640	8	21
641	9	23
642	8	20
643	8	6
644	8	13
645	5	5
646	9	7
647	4	21
648	5	4
649	7	28
650	7	6
651	4	19
652	7	21
653	9	18
654	3	26
655	4	7
656	7	29
657	2	5
658	0	6
659	4	2
660	0	15
661	5	24
662	0	6
663	2	18
664	1	16
665	1	22
666	1	9
667	4	28
668	9	3
669	6	11
670	8	22
671	1	19
672	6	16
673	0	16
674	1	18
675	7	7
676	4	29
677	6	9
678	0	10
679	0	24
680	2	28
681	6	13
682	1	12
683	2	11
684	2	3
685	7	2
687	5687		06	
26
688	7	19
689	0	6
691	6912		59	
5
692	9	28
693	8	29
695695	2		9	1825

696	7	14
697	0	14
699699	2	22	
2	2
700	2	22
701	7	4
703703	7		0	2528

704	1	10
705	9	14
707	7073	7		06

708	2	26
709	0	17
711711		24		163

713	8	27
714	0	11
715	8	14
716	1	8
717	8	26
718	6	22
719	0	23
720	0	14
